Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description\
b1,0-0,0,12-,5(2-2)\'a0BFSBX,OO,SDP,Wil\'a0Myers,Clayton\'a0Kershaw,10%,47%,Double Play: Flyball: CF (Deep CF-RF); Margot out at 3B/CF-3B; Spangenberg to 2B\
b1,0-0,2,-2-,2(0-1)\'a0CX,O,SDP,Yangervis\'a0Solarte,Clayton\'a0Kershaw,3%,50%,Lineout: 3B\
b2,0-0,0,---,6(1-2)\'a0CSFBFS,O,SDP,Austin\'a0Hedges,Clayton\'a0Kershaw,2%,47%,Strikeout Swinging\
b2,0-0,1,---,7(3-2)\'a0FBFBBF*B,,SDP,Hunter\'a0Renfroe,Clayton\'a0Kershaw,-3%,45%,Walk\
b2,0-0,1,1--,7(3-2)\'a0BB1FFBFS,O,SDP,Jabari\'a0Blash,Clayton\'a0Kershaw,3%,48%,Strikeout Swinging\
b2,0-0,2,1--,4(2-1)\'a0BSBX,O,SDP,Luis\'a0Sardinas,Clayton\'a0Kershaw,2%,50%,Flyball: CF (Deep CF-RF)\
b3,0-0,0,---,5(2-2)\'a0BBCSS,O,SDP,Clayton\'a0Richard,Clayton\'a0Kershaw,3%,47%,Strikeout Swinging\
b3,0-0,1,---,2(0-1)\'a0FX,O,SDP,Manuel\'a0Margot,Clayton\'a0Kershaw,2%,49%,Groundout: 2B-1B (Weak SS-2B)\
b3,0-0,2,---,4(1-2)\'a0SBCT,O,SDP,Cory\'a0Spangenberg,Clayton\'a0Kershaw,1%,50%,Strikeout Swinging\
b4,0-3,0,---,4(1-2)\'a0BSCS,O,SDP,Wil\'a0Myers,Clayton\'a0Kershaw,2%,82%,Strikeout Swinging\
b4,0-3,1,---,2(1-0)\'a0BX,O,SDP,Yangervis\'a0Solarte,Clayton\'a0Kershaw,2%,83%,Flyball: LF\
b4,0-3,2,---,5(2-2)\'a0CBFBX,,SDP,Austin\'a0Hedges,Clayton\'a0Kershaw,-2%,81%,Reached on E4 (Ground Ball); Hedges to 2B/Adv on E4 (throw)\
b4,0-3,2,-2-,5(3-1)\'a0B*BFB*B,,SDP,Hunter\'a0Renfroe,Clayton\'a0Kershaw,-1%,80%,Walk\
b4,0-3,2,12-,1(0-0)\'a0X,O,SDP,Jabari\'a0Blash,Clayton\'a0Kershaw,5%,84%,Flyball: RF (Short RF)\
b5,0-5,0,---,4(1-2)\'a0.CCBT,O,SDP,Luis\'a0Sardinas,Clayton\'a0Kershaw,1%,94%,Strikeout Swinging\
b5,0-5,1,---,3(0-2)\'a0.CFS,O,SDP,Allen\'a0Cordoba,Clayton\'a0Kershaw,1%,95%,Strikeout Swinging\
b5,0-5,2,---,4(1-2)\'a0CBCX,,SDP,Manuel\'a0Margot,Clayton\'a0Kershaw,-1%,94%,Single to 2B (Ground Ball)\
b5,0-5,2,1--,3(0-2)\'a0CC1X,O,SDP,Cory\'a0Spangenberg,Clayton\'a0Kershaw,1%,96%,Groundout: 2B-1B (2B-1B)\
b6,0-5,0,---,4(1-2)\'a0BFSX,O,SDP,Wil\'a0Myers,Clayton\'a0Kershaw,1%,96%,Groundout: 2B-1B\
b6,0-5,1,---,3(1-1)\'a0FBX,O,SDP,Yangervis\'a0Solarte,Clayton\'a0Kershaw,1%,97%,Groundout: SS-1B (Weak SS)\
b6,0-5,2,---,3(2-0)\'a0BBX,O,SDP,Austin\'a0Hedges,Clayton\'a0Kershaw,0%,97%,Groundout: SS-1B (SS-3B Hole)\
b7,0-5,0,---,2(1-0)\'a0BX,,SDP,Hunter\'a0Renfroe,Clayton\'a0Kershaw,-2%,95%,Single to 3B (Ground Ball)\
b7,0-5,0,1--,5(2-2)\'a0BCC*BC,O,SDP,Jabari\'a0Blash,Clayton\'a0Kershaw,2%,96%,Strikeout Looking\
b7,0-5,1,1--,1(0-0)\'a0X,OO,SDP,Luis\'a0Sardinas,Clayton\'a0Kershaw,2%,98%,Ground Ball Double Play: 3B-2B-1B (SS-3B Hole)\
b8,0-5,0,---,2(1-0)\'a0.BX,R,SDP,Ryan\'a0Schimpf,Clayton\'a0Kershaw,-2%,96%,Home Run (Fly Ball to Deep CF-RF)\
b8,1-5,0,---,7(3-2)\'a0FBBFFB*B,,SDP,Manuel\'a0Margot,Clayton\'a0Kershaw,-3%,93%,Walk\
b8,1-5,0,1--,5(2-2)\'a0.SCBBS,O,SDP,Cory\'a0Spangenberg,Clayton\'a0Kershaw,3%,96%,Strikeout Swinging\
b8,1-5,1,1--,8(3-2)\'a0*BFFBFBF*B,,SDP,Wil\'a0Myers,Clayton\'a0Kershaw,-3%,93%,Walk; Margot to 2B\
b1,0-0,0,---,2(1-0)\'a0BX,O,COL,Charlie\'a0Blackmon,Clayton\'a0Kershaw,2%,47%,Groundout: 1B unassisted\
b1,0-0,1,---,1(0-0)\'a0X,,COL,DJ\'a0LeMahieu,Clayton\'a0Kershaw,-2%,45%,Single to CF (Line Drive to Deep CF)\
b1,0-0,1,1--,5(3-1)\'a0CB*B*BX,OO,COL,Nolan\'a0Arenado,Clayton\'a0Kershaw,5%,50%,Ground Ball Double Play: 3B-2B-1B (SS-3B Hole)\
b2,0-5,0,---,3(2-0)\'a0BBX,O,COL,Mark\'a0Reynolds,Clayton\'a0Kershaw,2%,87%,Groundout: 3B-1B (Weak 3B)\
b2,0-5,1,---,4(2-1)\'a0CBBX,,COL,Ian\'a0Desmond,Clayton\'a0Kershaw,-2%,85%,Single to SS (Ground Ball)\
b2,0-5,1,1--,4(1-2)\'a0SSBX,,COL,Carlos\'a0Gonzalez,Clayton\'a0Kershaw,-6%,79%,Double to CF (Line Drive to Deep CF); Desmond to 3B\
b2,0-5,1,-23,5(2-2)\'a0FB*BSS,O,COL,Pat\'a0Valaika,Clayton\'a0Kershaw,5%,84%,Strikeout Swinging\
b2,0-5,2,-23,6(3-2)\'a0CSBBBS,O,COL,Dustin\'a0Garneau,Clayton\'a0Kershaw,4%,89%,Strikeout Swinging\
b3,0-5,0,---,2(0-1)\'a0CX,O,COL,Tyler\'a0Chatwood,Clayton\'a0Kershaw,2%,88%,Groundout: 3B-1B (Weak 3B)\
b3,0-5,1,---,5(1-2)\'a0BFSFX,,COL,Charlie\'a0Blackmon,Clayton\'a0Kershaw,-4%,85%,Triple to 1B (Ground Ball)\
b3,0-5,1,--3,2(0-1)\'a0CX,R,COL,DJ\'a0LeMahieu,Clayton\'a0Kershaw,-4%,81%,Single to CF (Line Drive); Blackmon Scores\
b3,1-5,1,1--,3(0-2)\'a0CFX,OO,COL,Nolan\'a0Arenado,Clayton\'a0Kershaw,5%,86%,Ground Ball Double Play: 2B-SS-1B\
b4,1-5,0,---,6(3-2)\'a0CBSBB*B,,COL,Mark\'a0Reynolds,Clayton\'a0Kershaw,-3%,79%,Walk\
b4,1-5,0,1--,1(0-0)\'a0X,O,COL,Ian\'a0Desmond,Clayton\'a0Kershaw,2%,82%,Groundout: P-1B (Front of Home); Reynolds to 2B\
b4,1-5,1,-2-,3(1-1)\'a0BCX,R,COL,Carlos\'a0Gonzalez,Clayton\'a0Kershaw,-6%,75%,Single to RF (Ground Ball); Reynolds Scores\
b4,2-5,1,1--,1(0-0)\'a0X,,COL,Pat\'a0Valaika,Clayton\'a0Kershaw,-7%,69%,Reached on E6 (Ground Ball to SS-3B Hole); Gonzalez to 3B\
b4,2-5,1,1-3,2(0-1)\'a0CB,O,COL,Dustin\'a0Garneau,Clayton\'a0Kershaw,9%,78%,Baserunner Out Advancing; Valaika out at 2B/C-2B\
b4,2-5,2,--3,4(1-2)\'a0CB.FX,O,COL,Dustin\'a0Garneau,Clayton\'a0Kershaw,4%,81%,Flyball: RF\
b5,2-5,0,---,3(1-1)\'a0BSX,O,COL,Chris\'a0Rusin,Clayton\'a0Kershaw,3%,81%,Groundout: 2B-1B (SS-2B)\
b5,2-5,1,---,3(1-1)\'a0SBX,,COL,Charlie\'a0Blackmon,Clayton\'a0Kershaw,-3%,78%,Single to LF (Fly Ball to Short LF-CF)\
b5,2-5,1,1--,2(0-1)\'a0F1X,OO,COL,DJ\'a0LeMahieu,Clayton\'a0Kershaw,6%,84%,Double Play: Lineout: 2B; Blackmon out at 1B/2B-1B\
b6,2-5,0,---,2(0-1)\'a0..CX,O,COL,Nolan\'a0Arenado,Clayton\'a0Kershaw,3%,84%,Lineout: RF (Deep RF)\
b6,2-5,1,---,3(2-0)\'a0BBX,O,COL,Mark\'a0Reynolds,Clayton\'a0Kershaw,2%,86%,Flyball: CF (Deep CF)\
b6,2-5,2,---,3(0-2)\'a0CCX,O,COL,Ian\'a0Desmond,Clayton\'a0Kershaw,1%,88%,Groundout: SS-1B\
b7,2-5,0,---,3(0-2)\'a0CSS,O,COL,Carlos\'a0Gonzalez,Clayton\'a0Kershaw,3%,88%,Strikeout Swinging\
b7,2-5,1,---,6(1-2)\'a0SCBFFC,O,COL,Pat\'a0Valaika,Clayton\'a0Kershaw,2%,90%,Strikeout Looking\
b7,2-5,2,---,3(1-1)\'a0SBX,O,COL,Dustin\'a0Garneau,Clayton\'a0Kershaw,1%,91%,Groundout: C-1B\
t1,0-0,0,---,4(1-2)\'a0FBCX,O,SDP,Travis\'a0Jankowski,Brandon\'a0McCarthy,2%,52%,Groundout: 1B unassisted\
t1,0-0,1,---,3(0-2)\'a0LSS,O,SDP,Manuel\'a0Margot,Brandon\'a0McCarthy,2%,54%,Strikeout Swinging\
t1,0-0,2,---,3(1-1)\'a0CBX,O,SDP,Wil\'a0Myers,Brandon\'a0McCarthy,1%,55%,Lineout: 2B (Deep CF)\
t2,0-0,0,---,2(0-1)\'a0CX,,SDP,Yangervis\'a0Solarte,Brandon\'a0McCarthy,-6%,44%,Double to CF (Line Drive to Deep CF)\
t2,0-0,0,-2-,5(3-1)\'a0BBSBX,O,SDP,Ryan\'a0Schimpf,Brandon\'a0McCarthy,4%,48%,Lineout: 1B (Deep RF Line)\
t2,0-0,1,-2-,3(1-1)\'a0BCX,O,SDP,Hunter\'a0Renfroe,Brandon\'a0McCarthy,4%,52%,Popfly: 2B (Deep CF)\
t2,0-0,2,-2-,3(1-1)\'a0C*BX,O,SDP,Hector\'a0Sanchez,Brandon\'a0McCarthy,3%,55%,Lineout: 1B (RF Line)\
t3,0-2,0,---,1(0-0)\'a0X,O,SDP,Erick\'a0Aybar,Brandon\'a0McCarthy,2%,74%,Groundout: 2B-1B (CF-RF)\
t3,0-2,1,---,4(1-2)\'a0BCCS,O,SDP,Jered\'a0Weaver,Brandon\'a0McCarthy,2%,76%,Strikeout Swinging\
t3,0-2,2,---,4(1-2)\'a0CSBX,O,SDP,Travis\'a0Jankowski,Brandon\'a0McCarthy,1%,77%,Lineout: CF (Deep LF)\
t4,0-2,0,---,2(0-1)\'a0CX,O,SDP,Manuel\'a0Margot,Brandon\'a0McCarthy,3%,76%,Groundout: 1B-P (Short RF Line)\
t4,0-2,1,---,2(0-1)\'a0CX,O,SDP,Wil\'a0Myers,Brandon\'a0McCarthy,2%,78%,Groundout: 3B-1B\
t4,0-2,2,---,2(0-1)\'a0FX,O,SDP,Yangervis\'a0Solarte,Brandon\'a0McCarthy,1%,79%,Flyball: CF (Deep CF)\
t5,0-4,0,---,5(3-1)\'a0CBBBX,O,SDP,Ryan\'a0Schimpf,Brandon\'a0McCarthy,2%,92%,Flyball: LF (Deep LF)\
t5,0-4,1,---,2(1-0)\'a0BX,,SDP,Hunter\'a0Renfroe,Brandon\'a0McCarthy,-2%,90%,Single to LF (Ground Ball thru SS-3B Hole)\
t5,0-4,1,1--,4(2-1)\'a0FBBX,O,SDP,Hector\'a0Sanchez,Brandon\'a0McCarthy,2%,92%,Flyball: RF (Deep RF)\
t5,0-4,2,1--,4(2-1)\'a0CBBX,O,SDP,Erick\'a0Aybar,Brandon\'a0McCarthy,1%,93%,Groundout: 2B-1B (Deep RF)\
t6,0-4,0,---,2(0-1)\'a0.CX,O,SDP,Allen\'a0Cordoba,Brandon\'a0McCarthy,2%,94%,Groundout: 3B-1B (Weak 3B)\
t6,0-4,1,---,6(3-2)\'a0BBFLBX,,SDP,Travis\'a0Jankowski,Brandon\'a0McCarthy,-2%,92%,Single to LF (Ground Ball thru SS-3B Hole)\
t6,0-4,1,1--,4(0-2)\'a0C1CFS,O,SDP,Manuel\'a0Margot,Brandon\'a0McCarthy,2%,94%,Strikeout Swinging\
t6,0-4,2,1--,4(1-2)\'a0FBFX,RR,SDP,Wil\'a0Myers,Brandon\'a0McCarthy,-10%,84%,Home Run (Fly Ball to Deep RF); Jankowski Scores\
t6,2-4,2,---,5(3-1)\'a0CBBBB,,SDP,Yangervis\'a0Solarte,Brandon\'a0McCarthy,-2%,82%,Walk\
t6,2-4,2,1--,4(1-2)\'a0BCCT,O,SDP,Ryan\'a0Schimpf,Brandon\'a0McCarthy,3%,85%,Strikeout Swinging\
b1,0-1,0,---,6(3-2)\'a0FBBBCS,O,CHC,Kyle\'a0Schwarber,Brandon\'a0McCarthy,2%,57%,Strikeout Swinging\
b1,0-1,1,---,7(3-2)\'a0CBCBFBB,,CHC,Kris\'a0Bryant,Brandon\'a0McCarthy,-3%,55%,Walk\
b1,0-1,1,1--,2(1-0)\'a0BX,OO,CHC,Anthony\'a0Rizzo,Brandon\'a0McCarthy,5%,60%,Ground Ball Double Play: 2B-SS-1B\
b2,0-1,0,---,5(2-2)\'a0CBCBX,,CHC,Ben\'a0Zobrist,Brandon\'a0McCarthy,-4%,51%,Single to CF (Ground Ball thru SS-2B)\
b2,0-1,0,1--,4(2-1)\'a0CBBX,OO,CHC,Addison\'a0Russell,Brandon\'a0McCarthy,8%,60%,Ground Ball Double Play: SS-2B-1B\
b2,0-1,2,---,3(1-1)\'a0CBX,O,CHC,Jason\'a0Heyward,Brandon\'a0McCarthy,1%,61%,Groundout: SS-1B (Weak SS-2B)\
b3,0-1,0,---,1(0-0)\'a0X,,CHC,Willson\'a0Contreras,Brandon\'a0McCarthy,-4%,52%,Single to 3B/Bunt (Bunt to Short 3B Line)\
b3,0-1,0,1--,3(1-1)\'a0SBX,O,CHC,John\'a0Lackey,Brandon\'a0McCarthy,2%,54%,Bunt Groundout: P-2B/Sacrifice; Contreras to 2B\
b3,0-1,1,-2-,2(0-1)\'a0CX,O,CHC,Jon\'a0Jay,Brandon\'a0McCarthy,4%,58%,Fielder's Choice P; Contreras out at 3B/P-SS-3B; Jay to 2B\
b3,0-1,2,-2-,5(3-1)\'a0B*BCBB,,CHC,Kyle\'a0Schwarber,Brandon\'a0McCarthy,-1%,57%,Walk\
b3,0-1,2,12-,5(2-2)\'a0BBFFX,O,CHC,Kris\'a0Bryant,Brandon\'a0McCarthy,5%,62%,Flyball: RF\
b4,0-1,0,---,6(3-2)\'a0CBBFBX,,CHC,Anthony\'a0Rizzo,Brandon\'a0McCarthy,-5%,52%,Single to LF (Line Drive to Short LF-CF)\
b4,0-1,0,1--,5(1-2)\'a0CCBFX,OO,CHC,Ben\'a0Zobrist,Brandon\'a0McCarthy,10%,62%,Ground Ball Double Play: P-SS-1B (Front of Home)\
b4,0-1,2,---,6(2-2)\'a0BCSBFX,O,CHC,Addison\'a0Russell,Brandon\'a0McCarthy,1%,64%,Flyball: LF (LF-CF)\
b5,0-1,0,---,1(0-0)\'a0X,,CHC,Jason\'a0Heyward,Brandon\'a0McCarthy,-5%,53%,Single to CF (Line Drive to Short CF-RF)\
b5,0-1,0,1--,3(1-1)\'a0C1B>X,O,CHC,Willson\'a0Contreras,Brandon\'a0McCarthy,5%,58%,Lineout: LF (Deep LF-CF)\
b5,0-1,1,1--,1(0-0)\'a01>S,,CHC,John\'a0Lackey,Brandon\'a0McCarthy,-2%,55%,Heyward Steals 2B\
b5,0-1,1,-2-,3(0-2)\'a01>S.CC,O,CHC,John\'a0Lackey,Brandon\'a0McCarthy,5%,61%,Strikeout Looking\
b5,0-1,2,-2-,4(1-2)\'a0SCBS,O,CHC,Jon\'a0Jay,Brandon\'a0McCarthy,5%,66%,Strikeout Swinging\
b6,0-1,0,---,8(3-2)\'a0FBFFFBBS,O,CHC,Kyle\'a0Schwarber,Brandon\'a0McCarthy,4%,64%,Strikeout Swinging\
b6,0-1,1,---,4(3-0)\'a0BBBB,,CHC,Kris\'a0Bryant,Brandon\'a0McCarthy,-4%,59%,Walk\
b6,0-1,1,1--,3(1-1)\'a0CBX,O,CHC,Anthony\'a0Rizzo,Brandon\'a0McCarthy,5%,65%,Flyball: CF (Deep CF)\
b6,0-1,2,1--,5(1-2)\'a0C11BFF>B,O,CHC,Ben\'a0Zobrist,Brandon\'a0McCarthy,4%,69%,Bryant Caught Stealing 2B (C-SS)\
t1,0-0,0,---,9(3-2)\'a0CSBFBFBFX,,ARI,AJ\'a0Pollock,Brandon\'a0McCarthy,4%,54%,Single to CF (Line Drive to Short CF)\
t1,0-0,0,1--,3(0-2)\'a0CF>B,O,ARI,David\'a0Peralta,Brandon\'a0McCarthy,-6%,48%,Pollock Caught Stealing 2B (C-SS)\
t1,0-0,1,---,4(1-2)\'a0CF>B.X,,ARI,David\'a0Peralta,Brandon\'a0McCarthy,2%,50%,Single to SS (Ground Ball)\
t1,0-0,1,1--,3(1-1)\'a0CB>C,O,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,-4%,46%,Peralta Caught Stealing 2B (C-2B)\
t1,0-0,2,---,6(3-2)\'a0CB>C.BBB,,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,1%,47%,Walk\
t1,0-0,2,1--,2(0-1)\'a0C1X,O,ARI,Jake\'a0Lamb,Brandon\'a0McCarthy,-2%,45%,Groundout: 1B unassisted (Weak 2B-1B)\
t2,0-0,0,---,3(0-2)\'a0CFS,O,ARI,Yasmany\'a0Tom\'e1s,Brandon\'a0McCarthy,-2%,48%,Strikeout Swinging\
t2,0-0,1,---,6(3-2)\'a0BCBFBS,O,ARI,Daniel\'a0Descalso,Brandon\'a0McCarthy,-2%,46%,Strikeout Swinging\
t2,0-0,2,---,5(2-2)\'a0CTBBX,O,ARI,Chris\'a0Owings,Brandon\'a0McCarthy,-1%,45%,Groundout: 3B-1B (Short 3B Line)\
t3,0-1,0,---,3(1-1)\'a0BCX,O,ARI,Jeff\'a0Mathis,Brandon\'a0McCarthy,-3%,36%,Flyball: RF\
t3,0-1,1,---,4(0-2)\'a0CFFS,O,ARI,Robbie\'a0Ray,Brandon\'a0McCarthy,-2%,34%,Strikeout Swinging\
t3,0-1,2,---,3(0-2)\'a0CFS,O,ARI,AJ\'a0Pollock,Brandon\'a0McCarthy,-1%,33%,Strikeout Swinging\
t4,0-1,0,---,2(0-1)\'a0CX,O,ARI,David\'a0Peralta,Brandon\'a0McCarthy,-3%,34%,Groundout: SS-1B (Weak 3B)\
t4,0-1,1,---,6(3-2)\'a0BBCBCB,,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,3%,38%,Walk\
t4,0-1,1,1--,4(1-2)\'a0C11FB1S,O,ARI,Jake\'a0Lamb,Brandon\'a0McCarthy,-4%,34%,Strikeout Swinging\
t4,0-1,2,1--,7(1-2)\'a0C1SFFF*BS,O,ARI,Yasmany\'a0Tom\'e1s,Brandon\'a0McCarthy,-3%,31%,Strikeout Swinging\
t5,0-2,0,---,3(1-1)\'a0BFX,O,ARI,Daniel\'a0Descalso,Brandon\'a0McCarthy,-3%,22%,Groundout: P-1B\
t5,0-2,1,---,8(3-2)\'a0BBCFBFFB,,ARI,Chris\'a0Owings,Brandon\'a0McCarthy,3%,25%,Walk\
t5,0-2,1,1--,3(0-2)\'a0CFS,O,ARI,Jeff\'a0Mathis,Brandon\'a0McCarthy,-4%,21%,Strikeout Swinging\
t5,0-2,2,1--,1(0-0)\'a0X,,ARI,Robbie\'a0Ray,Brandon\'a0McCarthy,3%,24%,Single to RF (Ground Ball thru 2B-1B); Owings to 3B\
t5,0-2,2,1-3,2(0-1)\'a0CX,R,ARI,AJ\'a0Pollock,Brandon\'a0McCarthy,11%,35%,Single to CF (Line Drive); Owings Scores; Ray to 2B\
t5,1-2,2,12-,1(0-0)\'a0X,R,ARI,David\'a0Peralta,Brandon\'a0McCarthy,15%,50%,Single to CF (Ground Ball thru SS-2B); Ray Scores; Pollock to 3B\
t5,2-2,2,1-3,4(1-2)\'a0CBCS,O,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,-7%,43%,Strikeout Swinging\
b1,0-0,0,---,6(2-2)\'a0CBFBFX,O,ARI,Jeremy\'a0Hazelbaker,Brandon\'a0McCarthy,2%,47%,Flyball: RF (Deep RF)\
b1,0-0,1,---,6(3-2)\'a0BBCSBX,,ARI,David\'a0Peralta,Brandon\'a0McCarthy,-2%,45%,Single to LF (Line Drive to Short LF)\
b1,0-0,1,1--,5(2-2)\'a0BFCBX,RR,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,-16%,29%,Home Run (Fly Ball to Deep LF-CF); Peralta Scores\
b1,2-0,1,---,3(0-2)\'a0CSX,,ARI,Jake\'a0Lamb,Brandon\'a0McCarthy,-2%,27%,Single to LF (Fly Ball to Short LF)\
b1,2-0,1,1--,4(1-2)\'a0CCB1X,O,ARI,Brandon\'a0Drury,Brandon\'a0McCarthy,1%,29%,Groundout: P-1B (Front of Home); Lamb to 2B\
b1,2-0,2,-2-,3(0-2)\'a0FCX,O,ARI,Daniel\'a0Descalso,Brandon\'a0McCarthy,2%,31%,Flyball: LF\
b2,2-0,0,---,1(0-0)\'a0X,O,ARI,Chris\'a0Iannetta,Brandon\'a0McCarthy,2%,28%,Groundout: SS-1B (SS-3B Hole)\
b2,2-0,1,---,3(0-2)\'a0CSS,O,ARI,Nick\'a0Ahmed,Brandon\'a0McCarthy,1%,29%,Strikeout Swinging\
b2,2-0,2,---,4(0-2)\'a0CFFC,O,ARI,Shelby\'a0Miller,Brandon\'a0McCarthy,1%,30%,Strikeout Looking\
b3,2-0,0,---,3(1-1)\'a0BFX,O,ARI,Jeremy\'a0Hazelbaker,Brandon\'a0McCarthy,2%,26%,Groundout: 2B-1B (2B-1B)\
b3,2-0,1,---,1(0-0)\'a0X,O,ARI,David\'a0Peralta,Brandon\'a0McCarthy,1%,27%,Groundout: 1B-P\
b3,2-0,2,---,10(3-2)\'a0CSBBFFFBFB,,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,-1%,26%,Walk\
b3,2-0,2,1--,5(2-2)\'a01FB1BF1S,O,ARI,Jake\'a0Lamb,Brandon\'a0McCarthy,2%,28%,Strikeout Swinging\
b4,2-0,0,---,2(0-1)\'a0CX,O,ARI,Brandon\'a0Drury,Brandon\'a0McCarthy,2%,24%,Groundout: SS-1B (SS-3B Hole)\
b4,2-0,1,---,2(0-1)\'a0CX,O,ARI,Daniel\'a0Descalso,Brandon\'a0McCarthy,1%,25%,Popfly: SS\
b4,2-0,2,---,6(3-2)\'a0CBCBBS,O,ARI,Chris\'a0Iannetta,Brandon\'a0McCarthy,1%,26%,Strikeout Swinging\
b5,2-6,0,---,6(1-2)\'a0BCFFFX,O,ARI,Nick\'a0Ahmed,Brandon\'a0McCarthy,2%,89%,Groundout: 2B-1B (Weak 2B)\
b5,2-6,1,---,2(0-1)\'a0CX,,ARI,Chris\'a0Herrmann,Brandon\'a0McCarthy,-2%,86%,Single to 3B (Ground Ball)\
b5,2-6,1,1--,2(0-1)\'a0FX,OO,ARI,Jeremy\'a0Hazelbaker,Brandon\'a0McCarthy,5%,91%,Double Play: Lineout: 2B; Herrmann out at 1B/2B-1B\
b6,2-6,0,---,4(1-2)\'a0.CFBS,O,ARI,David\'a0Peralta,Brandon\'a0McCarthy,2%,91%,Strikeout Swinging\
b6,2-6,1,---,1(0-0)\'a0X,O,ARI,Paul\'a0Goldschmidt,Brandon\'a0McCarthy,1%,93%,Flyball: CF\
b6,2-6,2,---,3(1-1)\'a0BCX,,ARI,Jake\'a0Lamb,Brandon\'a0McCarthy,-1%,92%,Single to CF (Line Drive)\
b6,2-6,2,1--,4(1-2)\'a0CC*BX,O,ARI,Brandon\'a0Drury,Brandon\'a0McCarthy,2%,93%,Groundout: SS-2B/Forceout at 2B\
b7,2-6,0,---,4(1-2)\'a0.BCFS,O,ARI,Yasmany\'a0Tom\'e1s,Brandon\'a0McCarthy,2%,94%,Strikeout Swinging\
b7,2-6,1,---,8(3-2)\'a0.FBCBFFBX,O,ARI,Chris\'a0Iannetta,Brandon\'a0McCarthy,1%,95%,Foul Popfly: C (Behind Home)\
b7,2-6,2,---,1(0-0)\'a0X,O,ARI,Nick\'a0Ahmed,Brandon\'a0McCarthy,1%,96%,Lineout: SS (Deep SS-2B)\
t1,0-0,0,---,4(2-1)\'a0BBCX,O,PHI,Cesar\'a0Hernandez,Brandon\'a0McCarthy,2%,52%,Groundout: 2B-1B\
t1,0-0,1,---,7(3-2)\'a0CFBBBFX,O,PHI,Freddy\'a0Galvis,Brandon\'a0McCarthy,2%,54%,Flyball: CF (Deep CF)\
t1,0-0,2,---,4(1-2)\'a0BSFS,O,PHI,Odubel\'a0Herrera,Brandon\'a0McCarthy,1%,55%,Strikeout Swinging\
t2,0-1,0,---,2(1-0)\'a0BX,,PHI,Maikel\'a0Franco,Brandon\'a0McCarthy,-7%,54%,Double to LF (Line Drive to LF Line)\
t2,0-1,0,-2-,5(2-2)\'a0LBBCX,O,PHI,Michael\'a0Saunders,Brandon\'a0McCarthy,2%,56%,Groundout: 2B-1B (Deep 2B-1B); Franco to 3B\
t2,0-1,1,--3,1(0-0)\'a0X,O,PHI,Daniel\'a0Nava,Brandon\'a0McCarthy,6%,62%,Foul Popfly: 3B (Behind Home)\
t2,0-1,2,--3,6(2-2)\'a0BCFF*BX,O,PHI,Brock\'a0Stassi,Brandon\'a0McCarthy,4%,66%,Flyball: LF (Deep LF)\
t3,0-1,0,---,9(3-2)\'a0CSFBBFBFX,,PHI,Andrew\'a0Knapp,Brandon\'a0McCarthy,-4%,57%,Reached on E4 (Ground Ball to 2B-1B)\
t3,0-1,0,1--,4(1-2)\'a0BMMT,O,PHI,Zach\'a0Eflin,Brandon\'a0McCarthy,4%,61%,Strikeout Swinging\
t3,0-1,1,1--,1(0-0)\'a0X,,PHI,Cesar\'a0Hernandez,Brandon\'a0McCarthy,-4%,57%,Single to RF (Ground Ball thru 2B-1B); Knapp to 2B\
t3,0-1,1,12-,6(3-2)\'a0F*BBFBX,O,PHI,Freddy\'a0Galvis,Brandon\'a0McCarthy,5%,62%,Flyball: CF (Deep CF)\
t3,0-1,2,12-,3(1-1)\'a0CBX,O,PHI,Odubel\'a0Herrera,Brandon\'a0McCarthy,5%,67%,Groundout: 2B-SS/Forceout at 2B\
t4,0-1,0,---,3(1-1)\'a0BSX,,PHI,Maikel\'a0Franco,Brandon\'a0McCarthy,-5%,58%,Single to CF (Line Drive to CF-RF)\
t4,0-1,0,1--,3(1-1)\'a0CBX,,PHI,Michael\'a0Saunders,Brandon\'a0McCarthy,-7%,51%,Single to CF (Line Drive to Short CF); Franco to 2B\
t4,0-1,0,12-,2(0-1)\'a0CX,O,PHI,Daniel\'a0Nava,Brandon\'a0McCarthy,3%,54%,Lineout: CF (Deep CF); Franco to 3B\
t4,0-1,1,1-3,1(0-0)\'a0X,RRR,PHI,Brock\'a0Stassi,Brandon\'a0McCarthy,-26%,28%,Home Run (Fly Ball to Deep LF-CF); Franco Scores; Saunders Scores\
t4,3-1,1,---,2(0-1)\'a0CX,,PHI,Andrew\'a0Knapp,Brandon\'a0McCarthy,-2%,26%,Single to LF (Line Drive)\
t4,3-1,1,1--,4(1-2)\'a01BLLC,O,PHI,Zach\'a0Eflin,Brandon\'a0McCarthy,2%,29%,Strikeout Looking\
